,year,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,miliseconds,fastestLap,fastestLapSpeed,statusId,fastestLapTime,round
60,2010,Malaysian Grand Prix,alonso,ferrari,14,19,13,13,0.0,54,,,41,205.230,Engine,1:37.231,3
61,2010,Malaysian Grand Prix,grassi,virgin,,24,14,14,0.0,53,,,28,193.315,+3 Laps,1:43.224,3
62,2010,Malaysian Grand Prix,chandhok,hrt,,22,15,15,0.0,53,,,40,190.426,+3 Laps,1:44.790,3
63,2010,Malaysian Grand Prix,bruno_senna,hrt,,23,16,16,0.0,52,,,39,189.443,+4 Laps,1:45.334,3
64,2010,Malaysian Grand Prix,trulli,lotus_racing,,18,17,17,0.0,51,,,31,192.329,+5 Laps,1:43.753,3
65,2010,Malaysian Grand Prix,kovalainen,lotus_racing,,15,18,N,0.0,46,,,44,194.299,+10 Laps,1:42.701,3
66,2010,Malaysian Grand Prix,petrov,renault,,11,19,R,0.0,32,,,32,198.174,Gearbox,1:40.693,3
67,2010,Malaysian Grand Prix,liuzzi,force_india,,10,20,R,0.0,12,,,9,194.502,Throttle,1:42.594,3
68,2010,Malaysian Grand Prix,michael_schumacher,mercedes,,8,21,R,0.0,9,,,9,195.474,Wheel,1:42.084,3
69,2010,Malaysian Grand Prix,kobayashi,sauber,10,9,22,R,0.0,8,,,6,193.098,Engine,1:43.340,3
70,2010,Malaysian Grand Prix,glock,virgin,,16,23,R,0.0,2,,,2,187.566,Spun off,1:46.388,3
71,2010,Malaysian Grand Prix,rosa,sauber,,12,24,W,0.0,0,,,,,Engine,,3
72,2010,Chinese Grand Prix,button,mclaren,22,5,1,1,25.0,56,1:46:42.163,6402163,14,190.731,Finished,1:42.886,4
73,2010,Chinese Grand Prix,hamilton,mclaren,44,6,2,2,18.0,56,+1.530,6403693,13,192.273,Finished,1:42.061,4
74,2010,Chinese Grand Prix,rosberg,mercedes,6,4,3,3,15.0,56,+9.484,6411647,14,190.068,Finished,1:43.245,4
75,2010,Chinese Grand Prix,alonso,ferrari,14,3,4,4,12.0,56,+11.869,6414032,14,188.445,Finished,1:44.134,4
76,2010,Chinese Grand Prix,kubica,renault,88,8,5,5,10.0,56,+22.213,6424376,14,189.362,Finished,1:43.630,4
77,2010,Chinese Grand Prix,vettel,red_bull,5,1,6,6,8.0,56,+33.310,6435473,14,191.715,Finished,1:42.358,4
78,2010,Chinese Grand Prix,petrov,renault,,14,7,7,6.0,56,+47.600,6449763,14,189.050,Finished,1:43.801,4
79,2010,Chinese Grand Prix,webber,red_bull,,2,8,8,4.0,56,+52.172,6454335,14,191.246,Finished,1:42.609,4
