,year,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,miliseconds,fastestLap,fastestLapSpeed,statusId,fastestLapTime,round
519,2011,Chinese Grand Prix,kovalainen,lotus_racing,,19,16,16,0.0,55,,,45,191.129,+1 Lap,1:42.672,3
520,2011,Chinese Grand Prix,perez,sauber,11,12,17,17,0.0,55,,,39,193.063,+1 Lap,1:41.643,3
521,2011,Chinese Grand Prix,maldonado,williams,13,17,18,18,0.0,55,,,46,192.951,+1 Lap,1:41.702,3
522,2011,Chinese Grand Prix,trulli,lotus_racing,,20,19,19,0.0,55,,,53,192.290,+1 Lap,1:42.052,3
523,2011,Chinese Grand Prix,ambrosio,virgin,,21,20,20,0.0,54,,,45,187.237,+2 Laps,1:44.806,3
524,2011,Chinese Grand Prix,glock,virgin,,22,21,21,0.0,54,,,54,187.999,+2 Laps,1:44.381,3
525,2011,Chinese Grand Prix,liuzzi,hrt,,23,22,22,0.0,54,,,52,189.812,+2 Laps,1:43.384,3
526,2011,Chinese Grand Prix,karthikeyan,hrt,,24,23,23,0.0,54,,,41,184.986,+2 Laps,1:46.081,3
527,2011,Chinese Grand Prix,alguersuari,toro_rosso,,7,24,R,0.0,9,,,5,185.653,Wheel,1:45.700,3
528,2011,Turkish Grand Prix,vettel,red_bull,5,1,1,1,25.0,58,1:30:17.558,5417558,50,213.669,Finished,1:29.937,4
529,2011,Turkish Grand Prix,webber,red_bull,,2,2,2,18.0,58,+8.807,5426365,48,214.226,Finished,1:29.703,4
530,2011,Turkish Grand Prix,alonso,ferrari,14,5,3,3,15.0,58,+10.075,5427633,48,212.860,Finished,1:30.279,4
531,2011,Turkish Grand Prix,hamilton,mclaren,44,4,4,4,12.0,58,+40.232,5457790,48,213.264,Finished,1:30.108,4
532,2011,Turkish Grand Prix,rosberg,mercedes,6,3,5,5,10.0,58,+47.539,5465097,47,212.169,Finished,1:30.573,4
533,2011,Turkish Grand Prix,button,mclaren,22,6,6,6,8.0,58,+59.431,5476989,47,210.786,Finished,1:31.167,4
534,2011,Turkish Grand Prix,heidfeld,renault,,9,7,7,6.0,58,+1:00.857,5478415,52,213.145,Finished,1:30.158,4
535,2011,Turkish Grand Prix,petrov,renault,,7,8,8,4.0,58,+1:08.168,5485726,48,212.063,Finished,1:30.618,4
536,2011,Turkish Grand Prix,buemi,toro_rosso,,16,9,9,2.0,58,+1:09.394,5486952,44,210.341,Finished,1:31.360,4
537,2011,Turkish Grand Prix,kobayashi,sauber,10,24,10,10,1.0,58,+1:18.021,5495579,45,211.085,Finished,1:31.038,4
538,2011,Turkish Grand Prix,massa,ferrari,19,10,11,11,0.0,58,+1:19.823,5497381,57,210.900,Finished,1:31.118,4
539,2011,Turkish Grand Prix,michael_schumacher,mercedes,,8,12,12,0.0,58,+1:25.444,5503002,47,210.819,Finished,1:31.153,4
540,2011,Turkish Grand Prix,sutil,force_india,99,12,13,13,0.0,57,,,43,208.719,+1 Lap,1:32.070,4
541,2011,Turkish Grand Prix,perez,sauber,11,15,14,14,0.0,57,,,46,211.645,+1 Lap,1:30.797,4
542,2011,Turkish Grand Prix,barrichello,williams,,11,15,15,0.0,57,,,46,208.699,+1 Lap,1:32.079,4
543,2011,Turkish Grand Prix,alguersuari,toro_rosso,,17,16,16,0.0,57,,,57,213.771,+1 Lap,1:29.894,4
544,2011,Turkish Grand Prix,maldonado,williams,13,14,17,17,0.0,57,,,44,208.778,+1 Lap,1:32.044,4
545,2011,Turkish Grand Prix,trulli,lotus_racing,,19,18,18,0.0,57,,,49,206.939,+1 Lap,1:32.862,4
546,2011,Turkish Grand Prix,kovalainen,lotus_racing,,18,19,19,0.0,56,,,55,207.312,+2 Laps,1:32.695,4
547,2011,Turkish Grand Prix,ambrosio,virgin,,23,20,20,0.0,56,,,55,202.343,+2 Laps,1:34.971,4
548,2011,Turkish Grand Prix,karthikeyan,hrt,,22,21,21,0.0,55,,,51,204.547,+3 Laps,1:33.948,4
549,2011,Turkish Grand Prix,liuzzi,hrt,,20,22,22,0.0,53,,,41,202.925,+5 Laps,1:34.699,4
550,2011,Turkish Grand Prix,resta,force_india,,13,23,R,0.0,44,,,40,207.706,Retired,1:32.519,4
551,2011,Turkish Grand Prix,glock,virgin,,21,24,W,0.0,0,,,,,Gearbox,,4
552,2011,Spanish Grand Prix,vettel,red_bull,5,2,1,1,25.0,66,1:39:03.301,5943301,60,192.262,Finished,1:27.162,5
553,2011,Spanish Grand Prix,hamilton,mclaren,44,3,2,2,18.0,66,+0.630,5943931,52,193.227,Finished,1:26.727,5
554,2011,Spanish Grand Prix,button,mclaren,22,5,3,3,15.0,66,+35.697,5978998,63,191.480,Finished,1:27.518,5
555,2011,Spanish Grand Prix,webber,red_bull,,1,4,4,12.0,66,+47.966,5991267,50,192.207,Finished,1:27.187,5
556,2011,Spanish Grand Prix,alonso,ferrari,14,4,5,5,10.0,65,,,22,188.850,+1 Lap,1:28.737,5
557,2011,Spanish Grand Prix,michael_schumacher,mercedes,,10,6,6,8.0,65,,,34,187.317,+1 Lap,1:29.463,5
558,2011,Spanish Grand Prix,rosberg,mercedes,6,7,7,7,6.0,65,,,34,187.964,+1 Lap,1:29.155,5
559,2011,Spanish Grand Prix,heidfeld,renault,,24,8,8,4.0,65,,,61,192.713,+1 Lap,1:26.958,5
560,2011,Spanish Grand Prix,perez,sauber,11,12,9,9,2.0,65,,,55,192.075,+1 Lap,1:27.247,5
561,2011,Spanish Grand Prix,kobayashi,sauber,10,14,10,10,1.0,65,,,52,191.268,+1 Lap,1:27.615,5
562,2011,Spanish Grand Prix,petrov,renault,,6,11,11,0.0,65,,,35,187.047,+1 Lap,1:29.592,5
563,2011,Spanish Grand Prix,resta,force_india,,16,12,12,0.0,65,,,42,187.305,+1 Lap,1:29.469,5
564,2011,Spanish Grand Prix,sutil,force_india,99,17,13,13,0.0,65,,,52,188.735,+1 Lap,1:28.791,5
565,2011,Spanish Grand Prix,buemi,toro_rosso,,11,14,14,0.0,65,,,27,186.098,+1 Lap,1:30.049,5
566,2011,Spanish Grand Prix,maldonado,williams,13,9,15,15,0.0,65,,,64,187.468,+1 Lap,1:29.391,5
567,2011,Spanish Grand Prix,alguersuari,toro_rosso,,13,16,16,0.0,64,,,52,188.013,+2 Laps,1:29.132,5
568,2011,Spanish Grand Prix,barrichello,williams,,19,17,17,0.0,64,,,60,192.862,+2 Laps,1:26.891,5
569,2011,Spanish Grand Prix,trulli,lotus_racing,,18,18,18,0.0,64,,,34,184.594,+2 Laps,1:30.783,5
570,2011,Spanish Grand Prix,glock,virgin,,20,19,19,0.0,63,,,40,182.877,+3 Laps,1:31.635,5
571,2011,Spanish Grand Prix,ambrosio,virgin,,23,20,20,0.0,62,,,36,181.071,+4 Laps,1:32.549,5
572,2011,Spanish Grand Prix,karthikeyan,hrt,,22,21,21,0.0,61,,,33,180.488,+5 Laps,1:32.848,5
573,2011,Spanish Grand Prix,massa,ferrari,19,8,22,R,0.0,58,,,24,188.120,Gearbox,1:29.081,5
574,2011,Spanish Grand Prix,kovalainen,lotus_racing,,15,23,R,0.0,48,,,34,184.930,Accident,1:30.618,5
575,2011,Spanish Grand Prix,liuzzi,hrt,,21,24,R,0.0,28,,,22,178.496,Gearbox,1:33.884,5
576,2011,Monaco Grand Prix,vettel,red_bull,5,1,1,1,25.0,78,2:09:38.373,7778373,78,157.656,Finished,1:16.267,6
577,2011,Monaco Grand Prix,alonso,ferrari,14,4,2,2,18.0,78,+1.138,7779511,77,157.236,Finished,1:16.471,6
578,2011,Monaco Grand Prix,button,mclaren,22,2,3,3,15.0,78,+2.378,7780751,78,157.252,Finished,1:16.463,6
579,2011,Monaco Grand Prix,webber,red_bull,,3,4,4,12.0,78,+23.101,7801474,78,157.724,Finished,1:16.234,6
580,2011,Monaco Grand Prix,kobayashi,sauber,10,12,5,5,10.0,78,+26.916,7805289,76,153.547,Finished,1:18.308,6
581,2011,Monaco Grand Prix,hamilton,mclaren,44,9,6,6,8.0,78,+27.210,7805583,54,154.456,Finished,1:17.847,6
582,2011,Monaco Grand Prix,sutil,force_india,99,14,7,7,6.0,77,,,77,152.449,+1 Lap,1:18.872,6
583,2011,Monaco Grand Prix,heidfeld,renault,,15,8,8,4.0,77,,,77,154.436,+1 Lap,1:17.857,6
584,2011,Monaco Grand Prix,barrichello,williams,,11,9,9,2.0,77,,,76,153.008,+1 Lap,1:18.584,6
585,2011,Monaco Grand Prix,buemi,toro_rosso,,16,10,10,1.0,77,,,77,152.526,+1 Lap,1:18.832,6
586,2011,Monaco Grand Prix,rosberg,mercedes,6,7,11,11,0.0,76,,,56,152.784,+2 Laps,1:18.699,6
587,2011,Monaco Grand Prix,resta,force_india,,13,12,12,0.0,76,,,75,152.736,+2 Laps,1:18.724,6
588,2011,Monaco Grand Prix,trulli,lotus_racing,,18,13,13,0.0,76,,,66,147.938,+2 Laps,1:21.277,6
589,2011,Monaco Grand Prix,kovalainen,lotus_racing,,17,14,14,0.0,76,,,54,149.036,+2 Laps,1:20.678,6
590,2011,Monaco Grand Prix,ambrosio,virgin,,21,15,15,0.0,75,,,75,147.731,+3 Laps,1:21.391,6
591,2011,Monaco Grand Prix,liuzzi,hrt,,23,16,16,0.0,75,,,74,147.414,+3 Laps,1:21.566,6
592,2011,Monaco Grand Prix,karthikeyan,hrt,,22,17,17,0.0,74,,,74,145.338,+4 Laps,1:22.731,6
593,2011,Monaco Grand Prix,maldonado,williams,13,8,18,18,0.0,73,,,62,152.387,Accident,1:18.904,6
594,2011,Monaco Grand Prix,petrov,renault,,10,19,R,0.0,67,,,57,150.191,Collision,1:20.058,6
595,2011,Monaco Grand Prix,alguersuari,toro_rosso,,19,20,R,0.0,66,,,59,152.961,Collision,1:18.608,6
596,2011,Monaco Grand Prix,massa,ferrari,19,6,21,R,0.0,32,,,16,149.921,Accident,1:20.202,6
597,2011,Monaco Grand Prix,michael_schumacher,mercedes,,5,22,R,0.0,32,,,30,150.674,Engine,1:19.801,6
598,2011,Monaco Grand Prix,glock,virgin,,20,23,R,0.0,30,,,30,146.451,Suspension,1:22.102,6
599,2011,Monaco Grand Prix,perez,sauber,11,0,24,W,0.0,0,,,,,Injury,,6
600,2011,Canadian Grand Prix,button,mclaren,22,7,1,1,25.0,70,4:04:39.537,14679537,69,204.007,Finished,1:16.956,7
601,2011,Canadian Grand Prix,vettel,red_bull,5,1,2,2,18.0,70,+2.709,14682246,69,203.317,Finished,1:17.217,7
602,2011,Canadian Grand Prix,webber,red_bull,,4,3,3,15.0,70,+13.828,14693365,65,197.300,Finished,1:19.572,7
603,2011,Canadian Grand Prix,michael_schumacher,mercedes,,8,4,4,12.0,70,+14.219,14693756,70,198.382,Finished,1:19.138,7
604,2011,Canadian Grand Prix,petrov,renault,,10,5,5,10.0,70,+20.395,14699932,68,198.593,Finished,1:19.054,7
605,2011,Canadian Grand Prix,massa,ferrari,19,3,6,6,8.0,70,+33.225,14712762,68,198.357,Finished,1:19.148,7
606,2011,Canadian Grand Prix,kobayashi,sauber,10,13,7,7,6.0,70,+33.270,14712807,70,195.723,Finished,1:20.213,7
607,2011,Canadian Grand Prix,alguersuari,toro_rosso,,24,8,8,4.0,70,+35.964,14715501,69,195.339,Finished,1:20.371,7
608,2011,Canadian Grand Prix,barrichello,williams,,16,9,9,2.0,70,+45.117,14724654,68,195.472,Finished,1:20.316,7
609,2011,Canadian Grand Prix,buemi,toro_rosso,,15,10,10,1.0,70,+47.056,14726593,69,197.461,Finished,1:19.507,7
610,2011,Canadian Grand Prix,rosberg,mercedes,6,6,11,11,0.0,70,+50.454,14729991,69,196.070,Finished,1:20.071,7
611,2011,Canadian Grand Prix,rosa,sauber,,17,12,12,0.0,70,+1:03.607,14743144,70,195.343,Finished,1:20.369,7
612,2011,Canadian Grand Prix,liuzzi,hrt,,20,13,13,0.0,69,,,63,188.201,+1 Lap,1:23.419,7
613,2011,Canadian Grand Prix,karthikeyan,hrt,,22,14,14,0.0,69,,,66,188.887,+1 Lap,1:23.116,7
614,2011,Canadian Grand Prix,ambrosio,virgin,,23,15,15,0.0,69,,,68,190.309,+1 Lap,1:22.495,7
615,2011,Canadian Grand Prix,glock,virgin,,21,16,16,0.0,69,,,68,185.596,+1 Lap,1:24.590,7
616,2011,Canadian Grand Prix,trulli,lotus_racing,,18,17,17,0.0,69,,,67,190.916,+1 Lap,1:22.233,7
617,2011,Canadian Grand Prix,resta,force_india,,11,18,18,0.0,67,,,67,197.740,Accident,1:19.395,7
618,2011,Canadian Grand Prix,maldonado,williams,13,12,19,R,0.0,61,,,53,186.312,Retired,1:24.265,7
619,2011,Canadian Grand Prix,heidfeld,renault,,9,20,R,0.0,55,,,55,184.408,Accident,1:25.135,7
620,2011,Canadian Grand Prix,sutil,force_india,99,14,21,R,0.0,49,,,47,174.109,Accident,1:30.171,7
621,2011,Canadian Grand Prix,alonso,ferrari,14,2,22,R,0.0,36,,,14,166.621,Collision,1:34.223,7
622,2011,Canadian Grand Prix,kovalainen,lotus_racing,,19,23,R,0.0,28,,,16,159.451,Transmission,1:38.460,7
623,2011,Canadian Grand Prix,hamilton,mclaren,44,5,24,R,0.0,7,,,7,160.591,Collision,1:37.761,7
624,2011,European Grand Prix,vettel,red_bull,5,1,1,1,25.0,57,1:39:36.169,5976169,53,191.536,Finished,1:41.852,8
625,2011,European Grand Prix,alonso,ferrari,14,4,2,2,18.0,57,+10.891,5987060,49,190.683,Finished,1:42.308,8
626,2011,European Grand Prix,webber,red_bull,,2,3,3,15.0,57,+27.255,6003424,39,190.262,Finished,1:42.534,8
627,2011,European Grand Prix,hamilton,mclaren,44,3,4,4,12.0,57,+46.190,6022359,47,189.499,Finished,1:42.947,8
628,2011,European Grand Prix,massa,ferrari,19,5,5,5,10.0,57,+51.705,6027874,53,189.945,Finished,1:42.705,8
629,2011,European Grand Prix,button,mclaren,22,6,6,6,8.0,57,+1:00.065,6036234,57,190.623,Finished,1:42.340,8
630,2011,European Grand Prix,rosberg,mercedes,6,7,7,7,6.0,57,+1:38.090,6074259,53,188.215,Finished,1:43.649,8
631,2011,European Grand Prix,alguersuari,toro_rosso,,18,8,8,4.0,56,,,53,188.343,+1 Lap,1:43.579,8
632,2011,European Grand Prix,sutil,force_india,99,10,9,9,2.0,56,,,53,188.439,+1 Lap,1:43.526,8
633,2011,European Grand Prix,heidfeld,renault,,9,10,10,1.0,56,,,51,187.759,+1 Lap,1:43.901,8
634,2011,European Grand Prix,perez,sauber,11,16,11,11,0.0,56,,,41,187.672,+1 Lap,1:43.949,8
635,2011,European Grand Prix,barrichello,williams,,13,12,12,0.0,56,,,55,187.344,+1 Lap,1:44.131,8
636,2011,European Grand Prix,buemi,toro_rosso,,17,13,13,0.0,56,,,47,187.395,+1 Lap,1:44.103,8
637,2011,European Grand Prix,resta,force_india,,12,14,14,0.0,56,,,54,187.849,+1 Lap,1:43.851,8
638,2011,European Grand Prix,petrov,renault,,11,15,15,0.0,56,,,41,189.124,+1 Lap,1:43.151,8
639,2011,European Grand Prix,kobayashi,sauber,10,14,16,16,0.0,56,,,42,188.456,+1 Lap,1:43.517,8
640,2011,European Grand Prix,michael_schumacher,mercedes,,8,17,17,0.0,56,,,50,186.544,+1 Lap,1:44.578,8
641,2011,European Grand Prix,maldonado,williams,13,15,18,18,0.0,56,,,47,189.155,+1 Lap,1:43.134,8
642,2011,European Grand Prix,kovalainen,lotus_racing,,19,19,19,0.0,55,,,44,185.697,+2 Laps,1:45.055,8
643,2011,European Grand Prix,trulli,lotus_racing,,20,20,20,0.0,55,,,28,183.681,+2 Laps,1:46.208,8
644,2011,European Grand Prix,glock,virgin,,21,21,21,0.0,55,,,49,182.957,+2 Laps,1:46.628,8
645,2011,European Grand Prix,ambrosio,virgin,,23,22,22,0.0,55,,,51,182.042,+2 Laps,1:47.164,8
646,2011,European Grand Prix,liuzzi,hrt,,22,23,23,0.0,54,,,37,181.612,+3 Laps,1:47.418,8
647,2011,European Grand Prix,karthikeyan,hrt,,24,24,24,0.0,54,,,32,181.123,+3 Laps,1:47.708,8
648,2011,British Grand Prix,alonso,ferrari,14,3,1,1,25.0,52,1:28:41.196,5321196,41,223.454,Finished,1:34.908,9
649,2011,British Grand Prix,vettel,red_bull,5,2,2,2,18.0,52,+16.511,5337707,38,221.918,Finished,1:35.565,9
650,2011,British Grand Prix,webber,red_bull,,1,3,3,15.0,52,+16.947,5338143,49,221.686,Finished,1:35.665,9
651,2011,British Grand Prix,hamilton,mclaren,44,10,4,4,12.0,52,+28.986,5350182,39,220.499,Finished,1:36.180,9
652,2011,British Grand Prix,massa,ferrari,19,4,5,5,10.0,52,+29.010,5350206,49,222.129,Finished,1:35.474,9
653,2011,British Grand Prix,rosberg,mercedes,6,9,6,6,8.0,52,+1:00.665,5381861,32,218.470,Finished,1:37.073,9
654,2011,British Grand Prix,perez,sauber,11,12,7,7,6.0,52,+1:05.590,5386786,35,219.413,Finished,1:36.656,9
655,2011,British Grand Prix,heidfeld,renault,,16,8,8,4.0,52,+1:15.542,5396738,37,218.371,Finished,1:37.117,9
656,2011,British Grand Prix,michael_schumacher,mercedes,,13,9,9,2.0,52,+1:17.912,5399108,34,218.558,Finished,1:37.034,9
657,2011,British Grand Prix,alguersuari,toro_rosso,,18,10,10,1.0,52,+1:19.108,5400304,38,218.275,Finished,1:37.160,9
658,2011,British Grand Prix,sutil,force_india,99,11,11,11,0.0,52,+1:19.712,5400908,42,219.213,Finished,1:36.744,9
659,2011,British Grand Prix,petrov,renault,,14,12,12,0.0,52,+1:20.681,5401877,40,220.206,Finished,1:36.308,9
660,2011,British Grand Prix,barrichello,williams,,15,13,13,0.0,51,,,38,219.238,+1 Lap,1:36.733,9
661,2011,British Grand Prix,maldonado,williams,13,7,14,14,0.0,51,,,41,218.553,+1 Lap,1:37.036,9
662,2011,British Grand Prix,resta,force_india,,6,15,15,0.0,51,,,48,216.545,+1 Lap,1:37.936,9
663,2011,British Grand Prix,glock,virgin,,20,16,16,0.0,50,,,49,212.477,+2 Laps,1:39.811,9
664,2011,British Grand Prix,ambrosio,virgin,,22,17,17,0.0,50,,,30,210.894,+2 Laps,1:40.560,9
665,2011,British Grand Prix,liuzzi,hrt,,23,18,18,0.0,50,,,40,210.970,+2 Laps,1:40.524,9
666,2011,British Grand Prix,ricciardo,hrt,3,24,19,19,0.0,49,,,30,210.163,+3 Laps,1:40.910,9
667,2011,British Grand Prix,button,mclaren,22,5,20,R,0.0,39,,,31,218.675,Wheel nut,1:36.982,9
668,2011,British Grand Prix,buemi,toro_rosso,,19,21,R,0.0,25,,,24,211.602,Accident,1:40.224,9
669,2011,British Grand Prix,kobayashi,sauber,10,8,22,R,0.0,23,,,23,210.595,Engine,1:40.703,9
670,2011,British Grand Prix,trulli,lotus_racing,,21,23,R,0.0,10,,,9,183.629,Oil leak,1:55.491,9
671,2011,British Grand Prix,kovalainen,lotus_racing,,17,24,R,0.0,2,,,2,162.629,Gearbox,2:10.404,9
672,2011,German Grand Prix,hamilton,mclaren,44,2,1,1,25.0,60,1:37:30.344,5850334,59,196.526,Finished,1:34.302,10
673,2011,German Grand Prix,alonso,ferrari,14,4,2,2,18.0,60,+3.980,5854314,60,195.853,Finished,1:34.626,10
674,2011,German Grand Prix,webber,red_bull,,1,3,3,15.0,60,+9.788,5860122,60,196.180,Finished,1:34.468,10
675,2011,German Grand Prix,vettel,red_bull,5,3,4,4,12.0,60,+47.921,5898255,47,195.933,Finished,1:34.587,10
676,2011,German Grand Prix,massa,ferrari,19,5,5,5,10.0,60,+52.252,5902586,51,195.888,Finished,1:34.609,10
677,2011,German Grand Prix,sutil,force_india,99,8,6,6,8.0,60,+1:26.208,5936542,57,191.745,Finished,1:36.653,10
678,2011,German Grand Prix,rosberg,mercedes,6,6,7,7,6.0,59,,,51,192.686,+1 Lap,1:36.181,10
679,2011,German Grand Prix,michael_schumacher,mercedes,,10,8,8,4.0,59,,,49,193.800,+1 Lap,1:35.628,10
680,2011,German Grand Prix,kobayashi,sauber,10,17,9,9,2.0,59,,,50,191.733,+1 Lap,1:36.659,10
681,2011,German Grand Prix,petrov,renault,,9,10,10,1.0,59,,,50,192.676,+1 Lap,1:36.186,10
682,2011,German Grand Prix,perez,sauber,11,15,11,11,0.0,59,,,53,190.994,+1 Lap,1:37.033,10
683,2011,German Grand Prix,alguersuari,toro_rosso,,16,12,12,0.0,59,,,59,190.245,+1 Lap,1:37.415,10
684,2011,German Grand Prix,resta,force_india,,12,13,13,0.0,59,,,54,191.622,+1 Lap,1:36.715,10
685,2011,German Grand Prix,maldonado,williams,13,13,14,14,0.0,59,,,50,189.947,+1 Lap,1:37.568,10
686,2011,German Grand Prix,buemi,toro_rosso,,24,15,15,0.0,59,,,48,189.374,+1 Lap,1:37.863,10
687,2011,German Grand Prix,kovalainen,lotus_racing,,18,16,16,0.0,58,,,54,187.105,+2 Laps,1:39.050,10
688,2011,German Grand Prix,glock,virgin,,19,17,17,0.0,57,,,57,185.361,+3 Laps,1:39.982,10
689,2011,German Grand Prix,ambrosio,virgin,,21,18,18,0.0,57,,,57,185.723,+3 Laps,1:39.787,10
690,2011,German Grand Prix,ricciardo,hrt,3,22,19,19,0.0,57,,,57,184.426,+3 Laps,1:40.489,10
691,2011,German Grand Prix,chandhok,lotus_racing,,20,20,20,0.0,56,,,56,184.525,+4 Laps,1:40.435,10
692,2011,German Grand Prix,liuzzi,hrt,,23,21,R,0.0,37,,,28,184.070,Electrical,1:40.683,10
693,2011,German Grand Prix,button,mclaren,22,7,22,R,0.0,35,,,33,192.532,Hydraulics,1:36.258,10
694,2011,German Grand Prix,barrichello,williams,,14,23,R,0.0,16,,,8,185.924,Oil leak,1:39.679,10
695,2011,German Grand Prix,heidfeld,renault,,11,24,R,0.0,9,,,7,186.349,Collision,1:39.452,10
696,2011,Hungarian Grand Prix,button,mclaren,22,3,1,1,25.0,70,1:46:42.337,6402337,58,187.898,Finished,1:23.937,11
697,2011,Hungarian Grand Prix,vettel,red_bull,5,1,2,2,18.0,70,+3.588,6405925,70,188.036,Finished,1:23.875,11
698,2011,Hungarian Grand Prix,alonso,ferrari,14,5,3,3,15.0,70,+19.819,6422156,62,188.405,Finished,1:23.711,11
699,2011,Hungarian Grand Prix,hamilton,mclaren,44,2,4,4,12.0,70,+48.338,6450675,61,188.517,Finished,1:23.661,11
700,2011,Hungarian Grand Prix,webber,red_bull,,6,5,5,10.0,70,+49.742,6452079,61,188.389,Finished,1:23.718,11
701,2011,Hungarian Grand Prix,massa,ferrari,19,4,6,6,8.0,70,+1:23.176,6485513,61,189.073,Finished,1:23.415,11
702,2011,Hungarian Grand Prix,resta,force_india,,11,7,7,6.0,69,,,65,183.529,+1 Lap,1:25.935,11
703,2011,Hungarian Grand Prix,buemi,toro_rosso,,23,8,8,4.0,69,,,65,183.439,+1 Lap,1:25.977,11
704,2011,Hungarian Grand Prix,rosberg,mercedes,6,7,9,9,2.0,69,,,64,185.860,+1 Lap,1:24.857,11
705,2011,Hungarian Grand Prix,alguersuari,toro_rosso,,16,10,10,1.0,69,,,68,183.337,+1 Lap,1:26.025,11
706,2011,Hungarian Grand Prix,kobayashi,sauber,10,13,11,11,0.0,69,,,65,186.284,+1 Lap,1:24.664,11
707,2011,Hungarian Grand Prix,petrov,renault,,12,12,12,0.0,69,,,68,186.284,+1 Lap,1:24.664,11
708,2011,Hungarian Grand Prix,barrichello,williams,,15,13,13,0.0,68,,,65,185.508,+2 Laps,1:25.018,11
709,2011,Hungarian Grand Prix,sutil,force_india,99,8,14,14,0.0,68,,,66,184.292,+2 Laps,1:25.579,11
710,2011,Hungarian Grand Prix,perez,sauber,11,10,15,15,0.0,68,,,67,185.550,+2 Laps,1:24.999,11
